merchant_id,merchant_name,category,city,region,mcc_code,risk_score,avg_transaction_uzs,is_online,years_registered
M00974,Nur Center,Telecom,Namangan,Namangan,9827,11.8,87346,0,6
M00975,Baraka Center,Transport,Termez,Surxondaryo,7904,16.1,45178,0,9
M00976,Kumush Bozor,Transport,Urgench,Xorazm,9169,27.7,80497,0,7
M00977,Kumush Trade,Telecom,Urgench,Xorazm,9809,1.0,18836,0,8
M00978,Zafar Center,Restaurant,Jizzakh,Jizzakh,7067,17.5,123445,0,2
M00979,Baxt Plus,Clothing,Guliston,Sirdaryo,7706,39.6,263309,1,4
M00980,Yulduz Market,Pharmacy,Termez,Surxondaryo,2548,29.0,122370,0,6
M00981,Mehr Service,Utilities,Andijan,Andijan,9517,13.9,176025,1,9
M00982,Yulduz Bozor,ATM,Bukhara,Bukhara,6429,50.3,222563,1,7
M00983,Nur Express,ATM,Namangan,Namangan,9378,29.1,396496,0,0
M00984,Zafar Store,Cash,Termez,Surxondaryo,9804,6.5,137003,0,7
M00985,Nur Bozor,Restaurant,Jizzakh,Jizzakh,3530,15.0,100809,1,3
M00986,Yulduz Trade,ATM,Tashkent,Tashkent City,7956,16.3,76010,0,1
M00987,Kumush Store,Grocery,Andijan,Andijan,4596,1.7,432482,0,7
M00988,Fayz Shop,Grocery,Nukus,Karakalpakstan,1711,13.2,74773,0,7
M00989,Baxt Market,Fuel,Andijan,Andijan,4710,7.5,528008,0,9
M00990,Shams Trade,Restaurant,Fergana,Fergana,5206,16.2,92154,1,5
M00991,Kumush Bozor,Utilities,Bukhara,Bukhara,4112,24.2,61480,1,9
M00992,Nur Bozor,Electronics,Samarkand,Samarkand,4769,12.0,168947,1,7
M00993,Baxt Trade,ATM,Tashkent,Tashkent City,7653,29.6,146068,0,5
M00994,Mehr Center,Transport,Tashkent,Tashkent City,7433,19.2,31834,0,9
M00995,Mehr Service,Online Shopping,Bukhara,Bukhara,4450,33.3,209738,0,9
M00996,Nur Market,Restaurant,Urgench,Xorazm,7381,21.7,27503,0,7
M00997,Shams Bozor,Grocery,Bukhara,Bukhara,9289,9.4,512147,0,6
M00998,Kumush Center,Restaurant,Andijan,Andijan,9079,9.1,38532,0,1
M00999,Baraka Shop,Telecom,Termez,Surxondaryo,6026,28.9,151934,1,7
M01000,Baxt Bozor,ATM,Guliston,Sirdaryo,8681,1.6,185190,1,4
M01001,Zafar Shop,Pharmacy,Qarshi,Qashqadaryo,3751,23.6,259318,1,5
M01002,Shams Plus,Telecom,Samarkand,Samarkand,2356,34.9,38058,0,2
M01003,Nur Service,Utilities,Tashkent,Tashkent City,8597,16.0,182235,1,2
M01004,Fayz Trade,Fuel,Samarkand,Samarkand,7534,3.8,50988,0,1
M01005,Fayz Store,Utilities,Tashkent,Tashkent City,7154,14.7,146640,0,1
M01006,Nur Center,Online Shopping,Bukhara,Bukhara,7806,21.2,25486,0,3
M01007,Fayz Market,Fuel,Nukus,Karakalpakstan,3851,49.5,182487,1,6
M01008,Shams Plus,Clothing,Jizzakh,Jizzakh,3478,36.3,341538,1,3
M01009,Nur Market,Electronics,Fergana,Fergana,9056,19.1,95621,1,8
M01010,Oltin Service,Cash,Jizzakh,Jizzakh,7979,11.9,129218,0,6
M01011,Kumush Trade,Fuel,Termez,Surxondaryo,5021,34.9,196735,0,6
M01012,Kumush Bozor,Cash,Samarkand,Samarkand,4715,21.9,157497,1,5
M01013,Baraka Center,Telecom,Namangan,Namangan,1953,22.3,33392,0,5
M01014,Fayz Trade,Grocery,Nukus,Karakalpakstan,1454,1.6,45199,0,5
M01015,Mehr Market,Grocery,Fergana,Fergana,8332,17.6,86832,0,4
M01016,Shams Plus,Restaurant,Urgench,Xorazm,4124,5.3,131483,0,4
M01017,Zafar Plus,Transport,Qarshi,Qashqadaryo,7347,26.8,82126,0,3
M01018,Yulduz Store,ATM,Urgench,Xorazm,9082,55.7,129690,1,6
M01019,Oltin Trade,Pharmacy,Tashkent,Tashkent City,1346,16.1,269014,0,9
M01020,Fayz Plus,Clothing,Andijan,Andijan,3493,30.1,89879,0,4
M01021,Fayz Market,Telecom,Guliston,Sirdaryo,2232,12.7,49649,1,0
M01022,Fayz Store,Fuel,Samarkand,Samarkand,5766,16.5,178771,1,7
M01023,Baraka Store,ATM,Guliston,Sirdaryo,9039,17.7,320007,0,5
M01024,Nur Trade,Electronics,Andijan,Andijan,2863,44.7,150953,0,0
M01025,Fayz Trade,Pharmacy,Andijan,Andijan,1365,11.1,82585,0,1
M01026,Nur Shop,Fuel,Samarkand,Samarkand,7020,14.4,104330,0,8
M01027,Kumush Bozor,Utilities,Qarshi,Qashqadaryo,5949,18.3,81692,0,5
M01028,Mehr Express,Transport,Bukhara,Bukhara,7597,11.1,151273,0,4
M01029,Baxt Plus,Cash,Andijan,Andijan,1533,26.6,22218,0,3
M01030,Oltin Plus,Utilities,Termez,Surxondaryo,2954,13.1,129573,1,8
M01031,Baraka Bozor,Restaurant,Jizzakh,Jizzakh,8486,20.8,104301,1,0
M01032,Baxt Service,Transport,Termez,Surxondaryo,3876,49.6,246548,1,3
M01033,Yulduz Trade,Grocery,Samarkand,Samarkand,2423,14.8,38542,1,0
M01034,Kumush Shop,Transport,Qarshi,Qashqadaryo,9505,16.5,47849,1,8
M01035,Yulduz Express,Fuel,Bukhara,Bukhara,6398,8.9,159169,0,7
M01036,Oltin Store,Fuel,Guliston,Sirdaryo,9824,8.8,340110,1,2
M01037,Baraka Bozor,Online Shopping,Termez,Surxondaryo,9871,30.6,106922,1,0
M01038,Mehr Bozor,Fuel,Fergana,Fergana,2427,29.1,99710,0,1
M01039,Nur Store,Transport,Bukhara,Bukhara,6980,6.7,64156,1,9
M01040,Baraka Trade,Fuel,Guliston,Sirdaryo,7350,43.8,123773,1,9
M01041,Nur Market,Transport,Guliston,Sirdaryo,4617,18.3,55460,1,3
M01042,Baraka Shop,Cash,Qarshi,Qashqadaryo,8710,21.6,41490,0,2
M01043,Nur Market,Online Shopping,Jizzakh,Jizzakh,4296,30.9,184951,1,9
M01044,Mehr Trade,Fuel,Termez,Surxondaryo,1438,16.0,59770,0,9
M01045,Yulduz Market,Pharmacy,Urgench,Xorazm,9559,15.4,204627,1,4
M01046,Oltin Service,Fuel,Samarkand,Samarkand,5909,9.2,114091,1,9
M01047,Mehr Express,Electronics,Bukhara,Bukhara,6286,15.1,262307,0,7
M01048,Fayz Bozor,Pharmacy,Namangan,Namangan,7738,27.2,50416,0,1
M01049,Yulduz Store,Fuel,Bukhara,Bukhara,9966,31.5,226896,1,1
M01050,Nur Shop,Electronics,Termez,Surxondaryo,6811,18.8,120796,0,2
M01051,Mehr Plus,Cash,Urgench,Xorazm,1552,16.1,36760,1,2
M01052,Oltin Market,Online Shopping,Termez,Surxondaryo,4502,6.2,67474,0,3
M01053,Nur Trade,Fuel,Nukus,Karakalpakstan,8296,27.4,69094,0,6
M01054,Zafar Bozor,Grocery,Termez,Surxondaryo,7811,19.4,164330,1,0
M01055,Shams Plus,Clothing,Termez,Surxondaryo,2672,41.5,55920,0,9
M01056,Baxt Service,Restaurant,Samarkand,Samarkand,2602,15.3,44738,0,2
M01057,Fayz Shop,Online Shopping,Qarshi,Qashqadaryo,4066,28.2,86839,0,9
M01058,Oltin Trade,Pharmacy,Tashkent,Tashkent City,8586,5.4,251100,0,0
M01059,Baxt Market,Utilities,Jizzakh,Jizzakh,6839,23.8,132555,1,7
M01060,Kumush Plus,Utilities,Tashkent,Tashkent City,7000,12.6,95265,1,5
M01061,Kumush Center,Telecom,Urgench,Xorazm,8259,11.7,191695,1,8
M01062,Shams Center,Utilities,Tashkent,Tashkent City,3853,28.1,55070,1,3
M01063,Baxt Plus,Telecom,Termez,Surxondaryo,6117,27.1,501966,1,9
M01064,Mehr Market,Transport,Tashkent,Tashkent City,5502,24.3,453402,0,7
M01065,Zafar Store,Cash,Qarshi,Qashqadaryo,1941,12.0,82191,0,7
M01066,Oltin Market,Cash,Bukhara,Bukhara,3936,10.2,128398,1,2
M01067,Zafar Shop,Pharmacy,Urgench,Xorazm,1036,10.0,108956,0,3
M01068,Yulduz Bozor,Telecom,Guliston,Sirdaryo,3873,14.0,78146,0,0
M01069,Baxt Market,ATM,Nukus,Karakalpakstan,8850,7.2,247149,0,3
M01070,Kumush Center,Grocery,Bukhara,Bukhara,1643,16.2,36816,0,2
M01071,Baraka Express,Cash,Fergana,Fergana,3467,30.9,88075,0,5
M01072,Baraka Trade,Transport,Samarkand,Samarkand,5561,30.4,178133,0,7
M01073,Nur Service,Grocery,Guliston,Sirdaryo,7039,25.5,411210,1,9
M01074,Oltin Plus,Telecom,Tashkent,Tashkent City,1836,11.9,351411,0,4
M01075,Shams Express,Transport,Urgench,Xorazm,7981,44.2,68248,0,0
M01076,Fayz Center,Telecom,Termez,Surxondaryo,5480,17.0,63055,0,5
M01077,Fayz Store,Cash,Jizzakh,Jizzakh,7316,12.5,84455,1,9
M01078,Zafar Store,Pharmacy,Urgench,Xorazm,6181,20.3,370648,0,3
M01079,Mehr Service,Pharmacy,Termez,Surxondaryo,1910,17.0,162973,0,9
M01080,Yulduz Express,Fuel,Bukhara,Bukhara,4030,9.2,1149999,0,0
M01081,Baxt Plus,Clothing,Andijan,Andijan,7974,3.4,195362,0,1
M01082,Oltin Shop,Telecom,Fergana,Fergana,5445,16.8,453615,0,8
M01083,Yulduz Bozor,Clothing,Guliston,Sirdaryo,9035,34.1,109397,0,0
M01084,Kumush Plus,Grocery,Qarshi,Qashqadaryo,7240,25.9,61077,1,5
M01085,Yulduz Shop,Utilities,Namangan,Namangan,8144,6.4,805707,0,6
M01086,Kumush Market,Electronics,Andijan,Andijan,5716,45.5,40970,0,8
M01087,Kumush Bozor,Online Shopping,Namangan,Namangan,5591,21.3,147037,0,0
M01088,Shams Store,Cash,Termez,Surxondaryo,6020,8.8,129747,0,2
M01089,Baxt Shop,Pharmacy,Bukhara,Bukhara,2796,13.4,73488,0,7
M01090,Baraka Bozor,Grocery,Guliston,Sirdaryo,6245,27.4,157290,1,2
M01091,Yulduz Express,Transport,Termez,Surxondaryo,6624,12.7,104534,0,3
M01092,Kumush Store,Grocery,Bukhara,Bukhara,1074,5.4,58844,0,1
M01093,Zafar Trade,Transport,Qarshi,Qashqadaryo,7304,11.3,42081,1,2
M01094,Shams Market,Cash,Namangan,Namangan,4433,15.3,167635,0,9
M01095,Oltin Shop,Electronics,Fergana,Fergana,3437,3.7,62962,0,2
M01096,Nur Trade,Clothing,Nukus,Karakalpakstan,6839,11.3,77598,0,7
M01097,Kumush Express,Grocery,Termez,Surxondaryo,6773,20.6,60900,0,8
M01098,Baraka Express,Electronics,Bukhara,Bukhara,2546,1.3,62229,0,4
M01099,Baraka Service,Grocery,Urgench,Xorazm,8875,10.0,104504,0,9
M01100,Fayz Shop,Telecom,Urgench,Xorazm,8054,19.9,43497,0,4
M01101,Mehr Store,Pharmacy,Namangan,Namangan,4433,8.3,91485,0,0
M01102,Fayz Plus,Transport,Urgench,Xorazm,1573,18.4,186171,0,9
M01103,Fayz Market,Online Shopping,Urgench,Xorazm,5789,22.2,191337,0,1
M01104,Fayz Shop,Grocery,Namangan,Namangan,9899,26.0,78748,0,0
M01105,Baxt Market,Cash,Fergana,Fergana,7454,8.5,65441,0,7
M01106,Kumush Service,Electronics,Tashkent,Tashkent City,3963,25.6,304086,0,9
M01107,Mehr Trade,ATM,Jizzakh,Jizzakh,7673,10.3,162643,0,9
M01108,Kumush Center,Cash,Termez,Surxondaryo,8210,4.4,177440,0,9
M01109,Shams Center,Clothing,Tashkent,Tashkent City,6800,6.1,321086,0,9
M01110,Shams Plus,Utilities,Urgench,Xorazm,2916,5.2,271753,0,2
M01111,Mehr Market,Telecom,Bukhara,Bukhara,5752,16.4,238461,1,8
M01112,Fayz Service,Transport,Fergana,Fergana,3175,30.3,28590,0,8
M01113,Nur Express,Pharmacy,Bukhara,Bukhara,7326,22.3,74534,0,3
M01114,Mehr Center,Restaurant,Tashkent,Tashkent City,1182,46.2,39825,1,7
M01115,Yulduz Plus,Fuel,Tashkent,Tashkent City,8618,14.6,346527,1,0
M01116,Kumush Bozor,Fuel,Tashkent,Tashkent City,5350,30.9,88791,1,6
M01117,Baxt Bozor,Fuel,Termez,Surxondaryo,9074,22.6,63986,0,0
M01118,Baraka Center,Online Shopping,Guliston,Sirdaryo,9612,20.5,151094,0,3
M01119,Fayz Market,ATM,Urgench,Xorazm,4860,33.4,194770,1,0
M01120,Shams Trade,Restaurant,Guliston,Sirdaryo,9060,24.8,172469,0,5
M01121,Mehr Store,Restaurant,Fergana,Fergana,7407,2.4,119572,0,5
M01122,Mehr Bozor,Clothing,Andijan,Andijan,5258,12.1,307404,1,8
M01123,Nur Center,Grocery,Jizzakh,Jizzakh,4635,8.9,90267,1,2
M01124,Kumush Market,Cash,Bukhara,Bukhara,8994,31.7,35416,0,7
M01125,Shams Express,Electronics,Qarshi,Qashqadaryo,8747,16.7,86059,1,9
M01126,Baraka Express,Utilities,Samarkand,Samarkand,8816,23.3,83414,0,6
M01127,Baraka Plus,Pharmacy,Qarshi,Qashqadaryo,8476,8.6,197165,1,6
M01128,Shams Service,Clothing,Namangan,Namangan,9473,21.4,249088,0,8
M01129,Oltin Express,Grocery,Bukhara,Bukhara,7777,13.5,64497,1,8
M01130,Yulduz Market,Pharmacy,Urgench,Xorazm,3702,5.5,21273,0,6
M01131,Baxt Store,Clothing,Guliston,Sirdaryo,5404,23.2,573080,0,9
M01132,Shams Shop,Fuel,Termez,Surxondaryo,1180,22.7,139150,0,6
M01133,Fayz Service,Utilities,Nukus,Karakalpakstan,5841,38.6,22886,0,3
M01134,Zafar Shop,Grocery,Termez,Surxondaryo,3036,4.3,32152,0,1
M01135,Oltin Market,Clothing,Guliston,Sirdaryo,8206,14.6,142757,1,1
M01136,Yulduz Market,Grocery,Urgench,Xorazm,8986,11.7,78916,0,9
M01137,Zafar Plus,Transport,Andijan,Andijan,1432,6.9,321513,0,0
M01138,Mehr Plus,Telecom,Fergana,Fergana,5991,10.5,79158,0,8
M01139,Zafar Center,Cash,Nukus,Karakalpakstan,6108,22.8,112363,1,8
M01140,Yulduz Store,Restaurant,Fergana,Fergana,7264,29.8,73830,0,9
M01141,Oltin Service,Online Shopping,Termez,Surxondaryo,3159,15.8,106908,1,0
M01142,Oltin Service,Utilities,Bukhara,Bukhara,1090,12.5,125427,0,9
M01143,Mehr Market,Online Shopping,Urgench,Xorazm,6426,36.3,348984,0,5
M01144,Baraka Center,Cash,Fergana,Fergana,3143,29.6,152188,1,9
M01145,Mehr Express,Cash,Bukhara,Bukhara,5288,13.8,128064,0,5
M01146,Nur Bozor,Grocery,Jizzakh,Jizzakh,7769,9.0,217304,0,8
M01147,Shams Plus,Restaurant,Guliston,Sirdaryo,6740,18.4,341850,1,4
M01148,Shams Trade,Fuel,Fergana,Fergana,9092,13.7,41279,0,3
M01149,Baxt Service,Cash,Tashkent,Tashkent City,1846,16.7,70492,0,9
M01150,Fayz Service,Fuel,Qarshi,Qashqadaryo,1103,8.2,141165,0,2
M01151,Mehr Plus,Restaurant,Tashkent,Tashkent City,9337,26.6,119756,0,0
M01152,Yulduz Trade,Telecom,Jizzakh,Jizzakh,8796,17.8,73359,0,3
M01153,Nur Trade,Grocery,Samarkand,Samarkand,6250,55.6,25056,1,6
M01154,Baraka Service,Online Shopping,Termez,Surxondaryo,8760,4.5,95546,0,4
M01155,Kumush Center,Pharmacy,Fergana,Fergana,3649,29.9,161886,1,1
M01156,Nur Trade,Cash,Termez,Surxondaryo,9609,28.9,379701,1,4
M01157,Baraka Plus,ATM,Qarshi,Qashqadaryo,8170,25.1,122674,1,1
M01158,Zafar Plus,Telecom,Namangan,Namangan,4532,4.5,120644,1,0
M01159,Oltin Shop,Electronics,Jizzakh,Jizzakh,7141,24.2,64083,1,6
M01160,Baraka Bozor,Grocery,Urgench,Xorazm,3235,22.1,120148,1,4
M01161,Oltin Bozor,Restaurant,Nukus,Karakalpakstan,5031,21.4,80558,0,4
M01162,Baraka Center,Grocery,Jizzakh,Jizzakh,5219,11.0,188495,1,2
M01163,Nur Bozor,Grocery,Urgench,Xorazm,3509,15.2,172864,1,0
M01164,Yulduz Center,Pharmacy,Andijan,Andijan,3535,31.0,371778,1,1
M01165,Shams Shop,Clothing,Qarshi,Qashqadaryo,3877,52.7,150415,0,5
M01166,Baxt Shop,Restaurant,Bukhara,Bukhara,7028,18.1,184806,1,6
M01167,Shams Plus,Cash,Andijan,Andijan,1459,3.3,40086,0,9
M01168,Baraka Plus,Cash,Andijan,Andijan,5404,9.5,157293,0,5
M01169,Fayz Center,Online Shopping,Fergana,Fergana,4460,2.1,216810,0,0
M01170,Baxt Store,ATM,Namangan,Namangan,8580,9.3,131551,1,6
M01171,Nur Market,Telecom,Bukhara,Bukhara,5612,24.4,115813,0,2
M01172,Kumush Trade,Clothing,Andijan,Andijan,6790,16.5,104080,0,9
M01173,Yulduz Express,Fuel,Urgench,Xorazm,8576,38.2,447786,0,6
M01174,Zafar Service,Transport,Tashkent,Tashkent City,8867,4.0,32620,0,9
M01175,Baxt Shop,Cash,Fergana,Fergana,6826,26.8,327860,1,8
M01176,Nur Trade,Cash,Fergana,Fergana,6610,8.6,165682,0,7
M01177,Shams Plus,Grocery,Urgench,Xorazm,2958,40.2,81160,1,5
M01178,Shams Market,Grocery,Bukhara,Bukhara,2041,42.5,184683,0,3
M01179,Fayz Store,Grocery,Andijan,Andijan,9672,18.8,166906,0,3
M01180,Nur Center,Restaurant,Tashkent,Tashkent City,4083,28.3,54407,1,0
M01181,Nur Service,Electronics,Bukhara,Bukhara,2993,20.8,280098,1,1
M01182,Shams Store,Telecom,Termez,Surxondaryo,5107,44.3,141766,0,9
M01183,Zafar Express,Pharmacy,Nukus,Karakalpakstan,6559,7.1,64305,0,1
M01184,Kumush Plus,Online Shopping,Termez,Surxondaryo,2635,13.2,412383,0,1
M01185,Shams Store,ATM,Nukus,Karakalpakstan,3955,23.6,195421,0,9
M01186,Fayz Express,Grocery,Termez,Surxondaryo,7673,7.0,164402,1,5
M01187,Fayz Service,Online Shopping,Namangan,Namangan,2098,27.0,276509,0,0
M01188,Nur Plus,Transport,Qarshi,Qashqadaryo,5070,3.8,123166,1,4
M01189,Kumush Bozor,Clothing,Qarshi,Qashqadaryo,8409,9.8,240436,1,6
M01190,Fayz Center,Online Shopping,Qarshi,Qashqadaryo,3507,35.4,228852,1,4
M01191,Baraka Center,Transport,Namangan,Namangan,6302,29.5,77899,1,5
M01192,Yulduz Express,Electronics,Namangan,Namangan,8554,42.3,105990,0,4
M01193,Fayz Express,Online Shopping,Qarshi,Qashqadaryo,5722,11.7,83280,0,7
M01194,Kumush Trade,Clothing,Jizzakh,Jizzakh,4140,29.8,367696,0,1
M01195,Baraka Bozor,Fuel,Fergana,Fergana,3703,27.4,36894,0,1
M01196,Shams Express,Cash,Nukus,Karakalpakstan,8326,43.0,159599,0,3
M01197,Fayz Shop,Clothing,Tashkent,Tashkent City,8009,27.3,359619,1,6
M01198,Yulduz Bozor,Telecom,Samarkand,Samarkand,8384,11.1,45499,0,9
M01199,Zafar Center,Fuel,Termez,Surxondaryo,8674,13.3,126606,0,6
M01200,Mehr Market,Telecom,Samarkand,Samarkand,4817,13.9,316935,1,2
M01201,Oltin Store,Utilities,Andijan,Andijan,8528,17.8,90283,0,8
M01202,Mehr Service,Electronics,Samarkand,Samarkand,1779,12.4,135178,0,8
M01203,Mehr Service,ATM,Urgench,Xorazm,1651,8.1,100893,0,9
M01204,Baxt Plus,Pharmacy,Bukhara,Bukhara,5443,17.1,56313,1,8
M01205,Zafar Center,ATM,Termez,Surxondaryo,2789,17.6,88952,1,6
M01206,Zafar Service,Restaurant,Nukus,Karakalpakstan,9797,9.0,71841,1,3
M01207,Baraka Plus,Transport,Urgench,Xorazm,2114,30.9,35071,0,6
M01208,Yulduz Market,Utilities,Nukus,Karakalpakstan,3400,14.4,381957,1,6
M01209,Yulduz Trade,Clothing,Namangan,Namangan,3739,12.1,171661,1,1
M01210,Zafar Bozor,Transport,Guliston,Sirdaryo,3700,20.5,88392,0,1
M01211,Oltin Plus,Telecom,Termez,Surxondaryo,2015,12.3,82092,0,4
M01212,Baxt Trade,Pharmacy,Qarshi,Qashqadaryo,9417,5.8,85604,0,0
M01213,Baxt Service,ATM,Qarshi,Qashqadaryo,2592,13.9,65783,1,7
M01214,Zafar Center,Restaurant,Jizzakh,Jizzakh,7560,12.8,88008,0,9
M01215,Yulduz Trade,Online Shopping,Guliston,Sirdaryo,7355,30.2,57997,0,9
M01216,Oltin Market,Grocery,Samarkand,Samarkand,2972,15.4,210391,1,3
M01217,Fayz Plus,Utilities,Qarshi,Qashqadaryo,7020,38.5,27067,1,2
M01218,Baraka Express,Pharmacy,Jizzakh,Jizzakh,1709,26.5,141043,1,2
M01219,Zafar Center,Restaurant,Samarkand,Samarkand,3543,27.8,59176,0,0
M01220,Nur Bozor,Fuel,Jizzakh,Jizzakh,9268,22.2,248651,0,8
M01221,Yulduz Store,Telecom,Fergana,Fergana,8416,16.1,104612,1,7
M01222,Baraka Bozor,Transport,Tashkent,Tashkent City,4753,20.1,159345,0,0
M01223,Baraka Plus,Utilities,Qarshi,Qashqadaryo,7011,49.6,72930,1,1
M01224,Oltin Service,ATM,Namangan,Namangan,2365,9.4,339455,0,1
M01225,Baxt Trade,Telecom,Guliston,Sirdaryo,4884,7.9,44380,0,6
M01226,Yulduz Plus,Fuel,Jizzakh,Jizzakh,1311,37.1,70465,0,0
M01227,Fayz Market,Electronics,Namangan,Namangan,1195,17.6,54671,1,2
M01228,Zafar Shop,Online Shopping,Urgench,Xorazm,9598,10.2,113674,1,2
M01229,Oltin Bozor,Clothing,Andijan,Andijan,6902,22.6,128996,0,9
M01230,Shams Service,Pharmacy,Bukhara,Bukhara,2296,20.0,43691,0,9
M01231,Zafar Store,Grocery,Urgench,Xorazm,8043,23.6,51597,1,8
M01232,Nur Store,Transport,Nukus,Karakalpakstan,5495,9.4,49392,0,1
M01233,Nur Express,ATM,Qarshi,Qashqadaryo,3015,7.4,37158,1,5
M01234,Shams Service,Cash,Namangan,Namangan,9522,43.3,69294,1,0
M01235,Kumush Center,Online Shopping,Nukus,Karakalpakstan,2070,33.5,481742,0,1
M01236,Nur Center,Restaurant,Urgench,Xorazm,7483,9.4,134253,1,5
M01237,Mehr Store,ATM,Termez,Surxondaryo,3836,28.4,70582,0,5
M01238,Oltin Market,Pharmacy,Guliston,Sirdaryo,9079,13.9,96795,0,7
M01239,Mehr Bozor,Restaurant,Tashkent,Tashkent City,7319,46.9,34489,0,0
M01240,Baxt Service,Grocery,Urgench,Xorazm,7246,21.2,36183,1,6
M01241,Shams Trade,Fuel,Andijan,Andijan,9661,20.2,60510,0,0
M01242,Zafar Store,Grocery,Termez,Surxondaryo,2548,26.6,43430,0,7
M01243,Kumush Trade,Telecom,Andijan,Andijan,4529,22.7,238147,1,6
M01244,Baxt Service,Transport,Bukhara,Bukhara,4795,4.6,544700,0,9
M01245,Kumush Bozor,Restaurant,Samarkand,Samarkand,8469,24.3,239295,0,1
M01246,Oltin Bozor,Online Shopping,Guliston,Sirdaryo,6784,9.9,63671,1,9
M01247,Kumush Store,Transport,Guliston,Sirdaryo,7848,12.8,120847,1,0
M01248,Kumush Service,Utilities,Namangan,Namangan,4622,19.5,180890,1,9
M01249,Shams Bozor,Electronics,Guliston,Sirdaryo,8981,21.3,165000,0,4
M01250,Shams Express,Grocery,Urgench,Xorazm,1808,2.1,395720,1,6
M01251,Kumush Plus,Fuel,Qarshi,Qashqadaryo,6969,22.2,46021,0,9
M01252,Yulduz Store,Electronics,Fergana,Fergana,9294,27.6,135296,0,3
M01253,Yulduz Trade,Clothing,Andijan,Andijan,9517,10.8,115004,0,7
M01254,Baraka Bozor,Pharmacy,Jizzakh,Jizzakh,1776,14.0,91475,1,7
M01255,Mehr Store,Cash,Qarshi,Qashqadaryo,9254,24.6,34487,0,5
M01256,Baxt Bozor,Transport,Jizzakh,Jizzakh,7803,12.8,37352,0,4
M01257,Baxt Express,Transport,Guliston,Sirdaryo,1303,3.0,336769,1,1
M01258,Fayz Service,ATM,Jizzakh,Jizzakh,9148,11.3,237470,0,5
M01259,Fayz Market,Transport,Jizzakh,Jizzakh,5649,1.6,48120,0,2
M01260,Mehr Center,Restaurant,Qarshi,Qashqadaryo,4621,6.6,28250,0,2
M01261,Zafar Trade,Utilities,Namangan,Namangan,3949,29.6,122724,0,8
M01262,Fayz Store,Transport,Nukus,Karakalpakstan,1514,12.7,112571,0,6
M01263,Shams Express,Utilities,Termez,Surxondaryo,8618,10.5,32943,0,0
M01264,Baxt Trade,Online Shopping,Fergana,Fergana,9971,33.5,621608,0,3
M01265,Zafar Market,Telecom,Samarkand,Samarkand,4682,13.5,323636,1,5
M01266,Zafar Store,Grocery,Termez,Surxondaryo,9750,18.7,50591,0,7
M01267,Nur Plus,Pharmacy,Termez,Surxondaryo,9221,12.7,342695,1,9
M01268,Mehr Bozor,Fuel,Namangan,Namangan,4834,6.4,144129,1,4
M01269,Oltin Plus,Restaurant,Bukhara,Bukhara,9169,20.7,214173,1,4
M01270,Mehr Market,Online Shopping,Termez,Surxondaryo,8080,33.3,61145,0,1
M01271,Baraka Market,Utilities,Urgench,Xorazm,4277,28.9,196949,0,9
M01272,Mehr Market,Restaurant,Guliston,Sirdaryo,2236,27.6,709584,1,2
M01273,Zafar Express,Fuel,Termez,Surxondaryo,6173,26.7,308482,0,7
M01274,Nur Market,Utilities,Termez,Surxondaryo,5569,26.6,216758,0,8
M01275,Kumush Center,Restaurant,Tashkent,Tashkent City,1248,21.4,27244,0,7
M01276,Oltin Market,Online Shopping,Nukus,Karakalpakstan,3357,15.1,237595,1,5
M01277,Nur Plus,Cash,Fergana,Fergana,4212,19.3,173292,0,4
M01278,Baraka Service,Cash,Samarkand,Samarkand,8987,26.9,62525,1,5
M01279,Yulduz Service,Transport,Nukus,Karakalpakstan,6922,24.0,92608,0,1
M01280,Kumush Trade,Cash,Tashkent,Tashkent City,2290,42.2,111823,1,8
M01281,Shams Shop,Transport,Guliston,Sirdaryo,2901,8.3,184241,1,2
M01282,Kumush Bozor,ATM,Samarkand,Samarkand,9883,4.6,37831,0,5
M01283,Shams Express,Online Shopping,Fergana,Fergana,2429,37.0,125137,0,1
M01284,Mehr Shop,Clothing,Termez,Surxondaryo,9130,31.0,414362,0,9
M01285,Zafar Center,Clothing,Samarkand,Samarkand,9585,20.0,183905,0,7
M01286,Mehr Plus,Online Shopping,Andijan,Andijan,7150,11.4,50746,0,5
M01287,Yulduz Service,ATM,Urgench,Xorazm,6251,2.6,148998,0,5
M01288,Yulduz Shop,Clothing,Fergana,Fergana,9514,21.5,176610,0,2
M01289,Baxt Store,Pharmacy,Jizzakh,Jizzakh,6083,17.8,22975,0,5
M01290,Yulduz Service,Fuel,Samarkand,Samarkand,5784,14.8,153212,0,0
M01291,Fayz Trade,Telecom,Fergana,Fergana,8382,8.0,121479,0,3
M01292,Nur Express,Fuel,Qarshi,Qashqadaryo,2834,33.3,34192,1,7
M01293,Mehr Service,Clothing,Jizzakh,Jizzakh,6015,51.4,554526,0,2
M01294,Baxt Bozor,Restaurant,Fergana,Fergana,8537,31.0,153824,0,7
M01295,Zafar Bozor,Cash,Namangan,Namangan,6815,5.3,101754,0,7
M01296,Fayz Service,Pharmacy,Bukhara,Bukhara,3937,25.0,60278,1,3
M01297,Oltin Market,Pharmacy,Namangan,Namangan,3764,37.1,131129,0,2
M01298,Baxt Center,Clothing,Bukhara,Bukhara,6401,38.8,167733,0,7
M01299,Yulduz Shop,Grocery,Jizzakh,Jizzakh,4397,15.2,347383,0,1
